qtype,question,answer,ambiguous_question,unambiguous_question,domain_idx,intent,RAW_NO_DOMAIN_analyzed_question_answered_by_gpt35_correct,RAW_NO_DOMAIN_raw_question_answered_by_gpt35_correct,RAW_NO_DOMAIN_raw_question_answered_by_gpt35,RAW_NO_DOMAIN_analyzed_question_answered_by_gpt35,RAW_NO_INTENT_analyzed_question_answered_by_gpt35_correct,RAW_NO_INTENT_raw_question_answered_by_gpt35_correct,RAW_NO_INTENT_raw_question_answered_by_gpt35,RAW_NO_INTENT_analyzed_question_answered_by_gpt35,RAW_ALL_analyzed_question_answered_by_gpt35_correct,RAW_ALL_raw_question_answered_by_gpt35_correct,RAW_ALL_raw_question_answered_by_gpt35,RAW_ALL_analyzed_question_answered_by_gpt35
exams and tests,How to diagnose Parasites - Lice - Body Lice ?,"Body lice infestation is diagnosed by finding eggs and crawling lice in the seams of clothing. Sometimes a body louse can be seen crawling or feeding on the skin.
    
Although body lice and nits can be large enough to be seen with the naked eye, a magnifying lens may be necessary to find crawling lice or eggs.",How to diagnose Parasites - Lice - Body Lice ?,How to diagnose Parasites - Lice - Body Lice ?,8,"Instructional: Queries specifically seeking step-by-step guidance, instructions, or procedures to perform a task. it focuses on 'how' to do something rather than 'what', 'why', or 'which'.",True,True,"Diagnosing body lice involves examining the skin and clothing for lice or their eggs, known as nits. A healthcare provider may also look for signs of itching, redness, and irritation on the skin.","Diagnosing body lice involves examining the skin for the presence of lice, nits (lice eggs), or their feces. A healthcare provider may use a magnifying glass or a special light to aid in the diagnosis. It is important to seek medical advice for proper diagnosis and treatment.",True,True,"Diagnosing body lice involves examining the skin and clothing for lice or their eggs, known as nits. A healthcare provider may also look for signs of itching, red bumps, and sores caused by body lice infestation.",Diagnosing body lice infestation involves finding lice or their eggs on the body or in clothing.,True,True,Diagnosing body lice involves examining the skin and clothing for lice or their eggs.,Diagnosing body lice involves examining the skin and clothing for the presence of lice or their eggs. A healthcare provider may use a magnifying lens or a special light to aid in the diagnosis. It is important to seek medical advice for proper diagnosis and treatment.
inheritance,Is junctional epidermolysis bullosa inherited ?,"Both types of junctional epidermolysis bullosa are inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",Is junctional epidermolysis bullosa inherited ?,Is junctional epidermolysis bullosa inherited ?,8,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",True,True,"Yes, junctional epidermolysis bullosa is inherited.","Yes, junctional epjsonidermolysis bullosa is inherited.",True,True,"Yes, junctional epidermolysis bullosa is inherited.","Yes, junctional epidermolysis bullosa is an inherited genetic disorder.",True,True,"Yes, junctional epidermolysis bullosa is inherited.","Yes, junctional epidermolysis bullosa is an inherited genetic disorder."
information,What is (are) Donnai-Barrow syndrome ?,"Donnai-Barrow syndrome is an inherited disorder that affects many parts of the body. This disorder is characterized by unusual facial features, including prominent, wide-set eyes with outer corners that point downward; a short bulbous nose with a flat nasal bridge; ears that are rotated backward; and a widow's peak hairline.  Individuals with Donnai-Barrow syndrome have severe hearing loss caused by abnormalities of the inner ear (sensorineural hearing loss). In addition, they often experience vision problems, including extreme nearsightedness (high myopia), detachment or deterioration of the light-sensitive tissue in the back of the eye (the retina), and progressive vision loss. Some have a gap or split in the colored part of the eye (iris coloboma).  In almost all people with Donnai-Barrow syndrome, the tissue connecting the left and right halves of the brain (corpus callosum) is underdeveloped or absent. Affected individuals may also have other structural abnormalities of the brain. They generally have mild to moderate intellectual disability and developmental delay.  People with Donnai-Barrow syndrome may also have a hole in the muscle that separates the abdomen from the chest cavity (the diaphragm), which is called a congenital diaphragmatic hernia. This potentially serious birth defect allows the stomach and intestines to move into the chest and possibly crowd the developing heart and lungs. An opening in the wall of the abdomen (an omphalocele) that allows the abdominal organs to protrude through the navel may also occur in affected individuals. Occasionally people with Donnai-Barrow syndrome have abnormalities of the intestine, heart, or other organs.",What is (are) Donnai-Barrow syndrome ?,What is (are) Donnai-Barrow syndrome ?,8,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",True,True,"Donnai-Barrow syndrome is a rare genetic disorder characterized by hearing loss, vision problems, and intellectual disability.","Donnai-Barrow syndrome is a rare genetic disorder characterized by intellectual disability, distinctive facial features, and other health problems.",True,True,"Donnai-Barrow syndrome is a rare genetic disorder characterized by hearing loss, vision problems, and intellectual disability.","Donnai-Barrow syndrome is a rare genetic disorder characterized by intellectual disability, distinctive facial features, and other health problems.",True,True,"Donnai-Barrow syndrome is a rare genetic disorder characterized by intellectual disability, distinctive facial features, hearing loss, and vision problems.","Donnai-Barrow syndrome is a rare genetic disorder characterized by intellectual disability, distinctive facial features, and other health problems."
research,"what research (or clinical trials) is being done for Ovarian, Fallopian Tube, and Primary Peritoneal Cancer ?","Cancer prevention clinical trials are used to study ways to prevent cancer.
                    Cancer prevention clinical trials are used to study ways to lower the risk of developing certain types of cancer. Some cancer prevention trials are conducted with healthy people who have not had cancer but who have an increased risk for cancer. Other prevention trials are conducted with people who have had cancer and are trying to prevent another cancer of the same type or to lower their chance of developing a new type of cancer. Other trials are done with healthy volunteers who are not known to have any risk factors for cancer.   The purpose of some cancer prevention clinical trials is to find out whether actions people take can prevent cancer. These may include eating fruits and vegetables, exercising, quitting smoking, or taking certain medicines, vitamins, minerals, or food supplements.
                
                
                    New ways to prevent ovarian, fallopian tube, and primary peritoneal cancer are being studied in clinical trials.
                    Clinical trials are taking place in many parts of the country. Information about clinical trials can be found in the Clinical Trials section of the NCI website. Check NCI's list of cancer clinical trials for ovarian cancer prevention trials that are now accepting patients.","what research (or clinical trials) is being done for Ovarian, Fallopian Tube, and Primary Peritoneal Cancer ?","what research (or clinical trials) is being done for Ovarian, Fallopian Tube, and Primary Peritoneal Cancer ?",8,"Exploratory(Divergent Thinking): Queries that are inherently about seeking new areas of knowledge, understanding emerging trends, or identifying unknown opportunities without a specific end goal of making a decision or judgment. Exploratory queries are characterized by their openness and the lack of a predefined objective, differentiating them from evaluative queries which are directed towards forming a judgment or assessment. Exploratory queries encourage branching out into various directions to explore a wide array of possibilities without necessarily aiming to converge on a single answer or outcome.",False,False,"Research and clinical trials are being conducted for Ovarian, Fallopian Tube, and Primary Peritoneal Cancer to develop new treatments, improve outcomes, and enhance quality of life for patients.","Various research studies and clinical trials are being conducted for Ovarian, Fallopian Tube, and Primary Peritoneal Cancer, focusing on new treatment approaches, targeted therapies, immunotherapy, and early detection methods.",False,False,"Research and clinical trials are being conducted for Ovarian, Fallopian Tube, and Primary Peritoneal Cancer to develop new treatments, improve outcomes, and enhance quality of life for patients.","Research and clinical trials for Ovarian, Fallopian Tube, and Primary Peritoneal Cancer are focused on new targeted therapies, immunotherapy, and early detection methods.",False,False,"Research and clinical trials are being conducted for Ovarian, Fallopian Tube, and Primary Peritoneal Cancer to develop new treatments and improve outcomes.","Research and clinical trials for Ovarian, Fallopian Tube, and Primary Peritoneal Cancer are focused on new treatment approaches, targeted therapies, immunotherapy, and early detection methods."
complications,What are the complications of Vesicoureteral Reflux ?,"When a child with VUR gets a UTI, bacteria can move into the kidney and lead to scarring. Scarring of the kidney can be associated with high blood pressure and kidney failure. However, most children with VUR who get a UTI recover without long-term complications.",What are the complications of Vesicoureteral Reflux ?,What are the complications of Vesicoureteral Reflux ?,8,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",True,True,"Complications of Vesicoureteral Reflux include kidney damage, urinary tract infections, and high blood pressure.","Complications of Vesicoureteral Reflux include kidney damage, urinary tract infections, and high blood pressure.",True,True,"Complications of Vesicoureteral Reflux include kidney damage, urinary tract infections, and high blood pressure.","Complications of Vesicoureteral Reflux include kidney damage, urinary tract infections, high blood pressure, and renal scarring.",True,True,"Complications of Vesicoureteral Reflux include kidney damage, urinary tract infections, and high blood pressure.","Complications of Vesicoureteral Reflux include kidney damage, urinary tract infections, high blood pressure, and renal scarring."
inheritance,Is mucopolysaccharidosis type IV inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",Is mucopolysaccharidosis type IV inherited ?,Is mucopolysaccharidosis type IV inherited ?,8,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",True,True,"Yes, mucopolysaccharidosis type IV is inherited.","Yes, mucopolysaccharidosis type IV is inherited.",True,True,"Yes, mucopolysaccharidosis type IV is inherited.",Mucopolysaccharidosis type IV is inherited in an autosomal recessive pattern.,True,True,"Yes, mucopolysaccharidosis type IV is inherited.",Mucopolysaccharidosis type IV is an inherited condition caused by mutations in the GALNS gene.
symptoms,What are the symptoms of Primary spontaneous pneumothorax ?,"What are the signs and symptoms of Primary spontaneous pneumothorax? The Human Phenotype Ontology provides the following list of signs and symptoms for Primary spontaneous pneumothorax. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the pleura 90% Autosomal dominant inheritance - Incomplete penetrance - Spontaneous pneumothorax - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",What are the symptoms of Primary spontaneous pneumothorax ?,What are the symptoms of Primary spontaneous pneumothorax ?,8,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",True,True,"Symptoms of Primary spontaneous pneumothorax include sudden chest pain, shortness of breath, rapid heart rate, and decreased breath sounds on the affected side.","Symptoms of Primary spontaneous pneumothorax include sudden chest pain, shortness of breath, rapid heart rate, and decreased breath sounds on the affected side.",False,True,"Symptoms of Primary spontaneous pneumothorax include sudden chest pain, shortness of breath, rapid heart rate, and decreased breath sounds on the affected side.","Sudden chest pain, shortness of breath, rapid heart rate, and decreased breath sounds on the affected side.",True,True,"Symptoms of Primary spontaneous pneumothorax include sudden chest pain, shortness of breath, rapid heart rate, and decreased breath sounds on the affected side.","Symptoms of Primary spontaneous pneumothorax include sudden chest pain, shortness of breath, rapid heart rate, and decreased breath sounds on the affected side."
information,What is (are) Salmonella Infections ?,"Salmonella is the name of a group of bacteria. In the United States, it is a common cause of foodborne illness. Salmonella occurs in raw poultry, eggs, beef, and sometimes on unwashed fruit and vegetables. You also can get infected after handling pets, especially reptiles like snakes, turtles, and lizards.    Symptoms include       - Fever    - Diarrhea    - Abdominal cramps    - Headache    - Possible nausea, vomiting, and loss of appetite       Symptoms usually last 4-7 days. Your health care provider diagnoses the infection with a stool test. Most people get better without treatment. Infection can be more serious in the elderly, infants, and people with chronic health problems. If Salmonella gets into the bloodstream, it can be serious. The usual treatment is antibiotics.    Typhoid fever, a more serious disease caused by Salmonella, is not common in the United States. It frequently occurs in developing countries.    NIH: National Institute of Allergy and Infectious Diseases",What is (are) Salmonella Infections ?,What is (are) Salmonella Infections ?,8,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",True,True,"Salmonella infections are bacterial infections that can cause diarrhea, fever, and abdominal cramps.","Salmonella infections are bacterial infections caused by Salmonella bacteria. They commonly cause food poisoning and can result in symptoms such as diarrhea, fever, and abdominal cramps.",True,True,Salmonella infections are bacterial infections caused by the Salmonella bacteria. They commonly cause food poisoning and gastroenteritis in humans.,"Salmonella infections are bacterial infections caused by the Salmonella bacteria. They can cause symptoms such as diarrhea, fever, and abdominal cramps.",True,True,"Salmonella infections are bacterial infections that can cause diarrhea, fever, and abdominal cramps.","Salmonella infections are bacterial infections caused by Salmonella bacteria. They can cause symptoms such as diarrhea, fever, and abdominal cramps."
treatment,What are the treatments for Charcot-Marie-Tooth Disease ?,"There is no cure for CMT, but physical therapy, occupational therapy, braces and other orthopedic devices, and orthopedic surgery can help people cope with the disabling symptoms of the disease. In addition, pain-killing drugs can be prescribed for patients who have severe pain.",What are the treatments for Charcot-Marie-Tooth Disease ?,What are the treatments for Charcot-Marie-Tooth Disease ?,8,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",True,True,"Physical therapy, occupational therapy, orthopedic surgery, pain management","There is no cure for Charcot-Marie-Tooth Disease, but treatments focus on managing symptoms such as physical therapy, occupational therapy, orthopedic devices, and in some cases, surgery.",True,True,"There is no cure for Charcot-Marie-Tooth Disease, but treatments focus on managing symptoms and improving quality of life. Physical therapy, occupational therapy, orthopedic devices, and surgery may be recommended.","Physical therapy, occupational therapy, orthopedic devices, surgery for severe cases",True,True,"There is no cure for Charcot-Marie-Tooth Disease, but treatments focus on managing symptoms and improving quality of life. Physical therapy, occupational therapy, orthopedic devices, and surgery may be recommended.","There is no cure for Charcot-Marie-Tooth Disease, but treatments focus on managing symptoms such as physical therapy, orthopedic devices, and pain management."
information,What is (are) Oculopharyngeal muscular dystrophy ?,"Oculopharyngeal muscular dystrophy (OPMD) is a genetic muscle disorder with onset during adulthood, most often between 40 and 60 years of age. This condition is characterized by slowly progressive muscle disease (myopathy) affecting the muscles of the upper eyelids and the throat. There are two types of OPMD, which are distinguished by their patterns of inheritance. They are known as the autosomal dominant and autosomal recessive types. Both types are caused by mutations in the PABPN1 gene.",What is (are) Oculopharyngeal muscular dystrophy ?,What is (are) Oculopharyngeal muscular dystrophy ?,8,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",True,True,"Oculopharyngeal muscular dystrophy is a rare genetic disorder characterized by muscle weakness that begins in adulthood, affecting the muscles of the eyes and throat.","Oculopharyngeal muscular dystrophy (OPMD) is a genetic disorder characterized by muscle weakness that begins in adulthood, typically after age 40. It mainly affects the muscles of the eyelids and throat.",True,True,"Oculopharyngeal muscular dystrophy is a rare genetic disorder characterized by muscle weakness that begins in adulthood, affecting the muscles of the eyes and throat.","Oculopharyngeal muscular dystrophy is a genetic disorder characterized by muscle weakness that begins in adulthood, affecting the muscles of the eyes and throat.",True,True,"Oculopharyngeal muscular dystrophy is a genetic disorder characterized by muscle weakness that begins in adulthood, affecting the muscles of the eyelids and throat.","Oculopharyngeal muscular dystrophy is a genetic disorder characterized by muscle weakness that begins in adulthood, typically affecting the muscles of the eyelids and throat."
prevention,How to prevent Medullary Sponge Kidney ?,"Health care providers may prescribe certain medications to prevent UTIs and kidney stones:
                
- A person with medullary sponge kidney may need to continue taking a low-dose antibiotic to prevent recurrent infections.  - Medications that reduce calcium in the urine may help prevent calcium kidney stones. These medications may include      - potassium citrate    - thiazide",How to prevent Medullary Sponge Kidney ?,How to prevent Medullary Sponge Kidney ?,8,"Instructional: Queries specifically seeking step-by-step guidance, instructions, or procedures to perform a task. it focuses on 'how' to do something rather than 'what', 'why', or 'which'.",True,True,"Preventing Medullary Sponge Kidney involves staying hydrated, avoiding excessive intake of calcium and vitamin D supplements, and managing underlying conditions such as hyperparathyroidism.","Preventing Medullary Sponge Kidney involves staying well-hydrated, avoiding excessive intake of calcium and vitamin D supplements, and managing urinary tract infections promptly.",False,False,"Preventing Medullary Sponge Kidney involves staying hydrated, avoiding excessive intake of calcium and Vitamin D supplements, and managing urinary tract infections promptly.","Preventing Medullary Sponge Kidney involves staying well-hydrated, avoiding excessive intake of calcium and vitamin D supplements, and managing urinary tract infections promptly.",True,True,"Preventing Medullary Sponge Kidney involves staying well-hydrated, avoiding excessive intake of calcium and vitamin D supplements, and managing underlying conditions like hyperparathyroidism.","Preventing Medullary Sponge Kidney involves maintaining a healthy lifestyle, staying hydrated, avoiding excessive calcium intake, and managing urinary tract infections promptly."
information,What is (are) Porphyria ?,"Porphyrias are rare disorders that affect mainly the skin or nervous system and may cause abdominal pain. These disorders are usually inherited, meaning they are caused by abnormalities in genes passed from parents to children. When a person has a porphyria, cells fail to change body chemicals called porphyrins and porphyrin precursors into heme, the substance that gives blood its red color. The body makes heme mainly in the bone marrow and liver. Bone marrow is the soft, spongelike tissue inside the bones; it makes stem cells that develop into one of the three types of blood cellsred blood cells, white blood cells, and platelets.
                
The process of making heme is called the heme biosynthetic pathway. One of eight enzymes controls each step of the process. The body has a problem making heme if any one of the enzymes is at a low level, also called a deficiency. Porphyrins and porphyrin precursors of heme then build up in the body and cause illness.",What is (are) Porphyria ?,What is (are) Porphyria ?,8,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",True,True,Porphyria is a group of disorders that result from a buildup of natural chemicals that produce porphyrin in your body.,Porphyria is a group of disorders that result from a buildup of natural chemicals that produce porphyrin in your body. The porphyrins are essential for the function of hemoglobin - a protein in your red blood cells that carries oxygen.,True,True,Porphyria is a group of disorders caused by abnormalities in the enzymes responsible for heme production.,Porphyria is a group of disorders that result from a buildup of natural chemicals that produce porphyrin in your body.,True,True,Porphyria is a group of disorders that result from a buildup of natural chemicals that produce porphyrin in your body.,Porphyria is a group of disorders that result from a buildup of natural chemicals that produce porphyrin in your body. The porphyrins are essential for the function of hemoglobin - a protein in your red blood cells that carries oxygen.
information,What is (are) Varicose Veins ?,"Espaol
                
Varicose (VAR-i-kos) veins are swollen, twisted veins that you can see just under the surface of the skin. These veins usually occur in the legs, but they also can form in other parts of the body.
                
Varicose veins are a common condition. They usually cause few signs and symptoms. Sometimes varicose veins cause mild to moderate pain, blood clots, skin ulcers (sores), or other problems.
                
Overview
                
Veins are blood vessels that carry blood from your body's tissues to your heart. Your heart pumps the blood to your lungs to pick up oxygen. The oxygen-rich blood then is pumped to your body through blood vessels called arteries.
                
From your arteries, the blood flows through tiny blood vessels called capillaries, where it gives up its oxygen to the body's tissues. Your blood then returns to your heart through your veins to pick up more oxygen. For more information about blood flow, go to the Health Topics How the Heart Works article.
                
Veins have one-way valves that help keep blood flowing toward your heart. If the valves are weak or damaged, blood can back up and pool in your veins. This causes the veins to swell, which can lead to varicose veins.
                
Many factors can raise your risk for varicose veins. Examples of these factors include family history, older age, gender, pregnancy, overweight or obesity, lack of movement, and leg trauma.
                
Varicose veins are treated with lifestyle changes and medical procedures. The goals of treatment are to relieve symptoms, prevent complications, and improve appearance.
                
Outlook
                
Varicose veins usually don't cause medical problems. If they do, your doctor may simply suggest making lifestyle changes.
                
Sometimes varicose veins cause pain, blood clots, skin ulcers, or other problems. If this happens, your doctor may recommend one or more medical procedures. Some people choose to have these procedures to improve the way their veins look or to relieve pain.
                
Many treatments for varicose veins are quick and easy and don't require a long recovery.",What is (are) Varicose Veins ?,What is (are) Varicose Veins ?,8,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",True,True,"Varicose veins are enlarged, swollen, and twisted veins that usually appear dark purple or blue. They often occur in the legs and can cause symptoms such as aching, heaviness, and swelling.","Varicose veins are enlarged, swollen, and twisted veins that usually appear dark purple or blue. They often occur in the legs and can cause symptoms such as aching, swelling, and discomfort.",True,True,"Varicose veins are enlarged, swollen, and twisted veins that usually appear blue or dark purple. They often occur in the legs and can cause symptoms such as aching, swelling, and heaviness in the affected area.","Varicose veins are enlarged, swollen, and twisted veins that usually appear blue or dark purple. They often occur in the legs and can cause symptoms such as aching, swelling, and discomfort.",True,True,"Varicose veins are enlarged, swollen, and twisted veins that usually appear dark purple or blue. They often occur in the legs and can cause symptoms like pain, swelling, and heaviness.","Varicose veins are enlarged, swollen, and twisted veins that usually appear dark purple or blue. They often occur in the legs and can cause symptoms such as aching, heaviness, and swelling."
treatment,What are the treatments for Nager syndrome ?,These resources address the diagnosis or management of Nager syndrome:  - Genetic Testing Registry: Nager syndrome  - University of California San Francisco Medical Center   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,What are the treatments for Nager syndrome ?,What are the treatments for Nager syndrome ?,8,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",True,True,"Treatment for Nager syndrome may include surgery to correct limb abnormalities, speech therapy, hearing aids, and other supportive care.","The treatments for Nager syndrome may include surgery to correct limb abnormalities, speech therapy, hearing aids, and other supportive interventions.",True,True,"Treatment for Nager syndrome may include surgery to correct limb abnormalities, speech therapy, hearing aids, and other supportive care.","The treatments for Nager syndrome may include surgery to correct limb abnormalities, speech therapy, hearing aids, and feeding support.",True,True,"Treatment for Nager syndrome may include surgery to correct limb abnormalities, speech therapy, hearing aids, and feeding tubes if necessary.","The treatments for Nager syndrome may include surgery to correct limb abnormalities, speech therapy, hearing aids, and feeding support."
frequency,How many people are affected by Kuskokwim syndrome ?,Kuskokwim syndrome is extremely rare. It affects a small number of people from the Yup'ik Eskimo population in southwest Alaska.,How many people are affected by Kuskokwim syndrome ?,How many people are affected by Kuskokwim syndrome ?,4,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",False,True,The exact number of people affected by Kuskokwim syndrome is not known.,"Kuskokwim syndrome affects approximately 1 in 500,000 people.",False,True,The exact number of people affected by Kuskokwim syndrome is not known.,Unknown,False,True,The exact number of people affected by Kuskokwim syndrome is not known.,There is no known syndrome called Kuskokwim syndrome.
symptoms,What are the symptoms of Dystelephalangy ?,"What are the signs and symptoms of Dystelephalangy? The Human Phenotype Ontology provides the following list of signs and symptoms for Dystelephalangy. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal dominant inheritance - Curved distal phalanx of the 5th finger - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.",What are the symptoms of Dystelephalangy ?,What are the symptoms of Dystelephalangy ?,8,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",False,True,"Symptoms of Dystelephalangy include abnormal finger or toe development, shortened digits, and missing or fused bones in the fingers or toes.",Dystelephalangy is a rare congenital anomaly characterized by the absence of one or more phalanges in the fingers or toes.,True,True,"Symptoms of Dystelephalangy include abnormal finger or toe development, shortened digits, and missing or fused bones in the hands or feet.","Symptoms of Dystelephalangy include abnormal positioning of the fingers, short fingers, and limited range of motion in the fingers.",True,True,"Symptoms of Dystelephalangy include abnormal finger or toe development, shortened digits, and missing or extra phalanges.","Symptoms of Dystelephalangy include abnormal positioning of the fingers and toes, shortening of the digits, and limited range of motion in the affected joints."
information,What is (are) Spinocerebellar ataxia 15 ?,"Spinocerebellar ataxia 15 (SCA15) is a neurological condition characterized by slowly progressive gait and limb ataxia, often in combination with eye movement abnormalities and  balance, speech and swallowing difficulties. The onset of symptoms typically occurs between ages 7 and 66 years. The ability to walk independently is often maintained for many years following onset of symptoms. SCA15 is caused by mutations in the ITPR1 gene. It is inherited in an autosomal dominant manner. Diagnosis is based on clinical history, physical examination, molecular genetic testing, and exclusion of other similar diseases. There is no effective treatment known to modify disease progression. Patients may benefit from occupational and physical therapy for gait dysfunction and speech therapy for dysarthria.",What is (are) Spinocerebellar ataxia 15 ?,What is (are) Spinocerebellar ataxia 15 ?,8,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",True,True,"Spinocerebellar ataxia 15 is a rare genetic disorder characterized by slowly progressive gait and limb ataxia, dysarthria, and nystagmus.",Spinocerebellar ataxia 15 is a rare genetic disorder characterized by progressive problems with movement and coordination. It is caused by mutations in the ITPR1 gene.,True,True,"Spinocerebellar ataxia 15 is a rare genetic disorder characterized by slowly progressive gait and limb ataxia, dysarthria, and nystagmus.",Spinocerebellar ataxia 15 is a rare genetic disorder that affects the nervous system and causes problems with movement and coordination.,True,True,Spinocerebellar ataxia 15 is a rare genetic disorder that affects the nervous system and causes problems with movement and coordination.,"Spinocerebellar ataxia 15 is a rare genetic disorder characterized by slowly progressive gait and limb ataxia, dysarthria, and nystagmus. It is caused by mutations in the ITPR1 gene."
information,What is (are) Vision Impairment and Blindness ?,"If you have low vision, eyeglasses, contact lenses, medicine, or surgery may not help. Activities like reading, shopping, cooking, writing, and watching TV may be hard to do. The leading causes of low vision and blindness in the United States are age-related eye diseases: macular degeneration, cataract and glaucoma. Other eye disorders, eye injuries and birth defects can also cause vision loss.     Whatever the cause, lost vision cannot be restored. It can, however, be managed. A loss of vision means that you may have to reorganize your life and learn new ways of doing things. If you have some vision, visual aids such as special glasses and large print books can make life easier. There are also devices to help those with no vision, like text-reading software and braille books.    The sooner vision loss or eye disease is found and treated, the greater your chances of keeping your remaining vision. You should have regular comprehensive eye exams by an eye care professional.    NIH: National Eye Institute",What is (are) Vision Impairment and Blindness ?,What is (are) Vision Impairment and Blindness ?,8,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",True,True,"Vision Impairment and Blindness refer to conditions where a person's eyesight cannot be corrected to a normal level, leading to difficulty in seeing or complete loss of vision.","Vision Impairment and Blindness refer to conditions where a person's eyesight cannot be corrected to a 'normal' level, leading to difficulty in seeing or complete loss of vision.",True,True,"Vision Impairment and Blindness refer to conditions where a person's eyesight is significantly affected, ranging from partial loss of vision to complete blindness.","Vision Impairment and Blindness refer to conditions where a person's eyesight is affected, leading to difficulty in seeing or complete loss of vision.",True,True,"Vision Impairment and Blindness refer to conditions where a person's eyesight is significantly affected, ranging from partial loss of vision to complete blindness.","Vision impairment refers to a decreased ability to see to a degree that causes problems not fixable by usual means, such as glasses. Blindness is the condition of lacking visual perception due to physiological or neurological factors."
