annotations,id,question
"[{'type': 'singleAnswer', 'answer': ['Richard Lee Jackson']}, {'type': 'singleAnswer', 'answer': ['Richard Lee Jackson']}]",6835513796917796338,Who plays sonny in love's long journey?
"[{'type': 'multipleQAs', 'qaPairs': [{'question': 'Beatles do you want to know a secret lead vocals singer?', 'answer': ['George Harrison', 'Harrison']}, {'question': 'Beatles do you want to know a secret backing vocals singer?', 'answer': ['John Lennon', 'John Lennon and Paul McCartney', 'Paul McCartney']}]}]",-3611913378590168865,Beatles do you want to know a secret singer?
"[{'type': 'singleAnswer', 'answer': ['Sarojini Naidu']}, {'type': 'singleAnswer', 'answer': ['Sarojini Naidu']}]",3265061005882265049,Who is the first woman governor in india?
"[{'type': 'singleAnswer', 'answer': ['Stringer Bell', 'Russell ""Stringer"" Bell', 'Stringer']}, {'type': 'singleAnswer', 'answer': ['Stringer Bell', 'Russell ""Stringer"" Bell']}]",-3419838662822521227,Who did idris elba play in the wire?
"[{'type': 'singleAnswer', 'answer': ['Gemma Elizabeth Whelan', 'Gemma Whelan']}]",-1866860444557584257,Who plays theon greyjoy sister in game of thrones?
"[{'type': 'multipleQAs', 'qaPairs': [{'question': 'Who came up with positive and negative charges in ions?', 'answer': ['Michael Faraday']}, {'question': 'Who came up with positive and negative charges in electricity?', 'answer': ['William Watson|Benjamin Franklin']}]}]",999145723164872917,Who came up with positive and negative charges?
"[{'type': 'singleAnswer', 'answer': ['August 22, 2017']}, {'type': 'singleAnswer', 'answer': ['August 22, 2017']}]",-7878587596578282787,When does telltale's guardians of the galaxy episode 3 come out?
"[{'type': 'multipleQAs', 'qaPairs': [{'question': 'Professional dancer girl from the 2014 shut up and dance video?', 'answer': ['Lauren Taft']}, {'question': 'Girl recording artist from the video for 2011 son Shut Up and Dance?', 'answer': ['Victoria Duffield']}, {'question': 'Girl who plays his sister from the shut up and dance episode?', 'answer': ['Maya Gerber']}]}]",-2886061734189281128,Girl from the shut up and dance video?
"[{'type': 'multipleQAs', 'qaPairs': [{'question': ""When is the new henry danger coming on (episode 116)?|When is the new episode of 'Henry Danger' coming on in 2020?|When is the new episode #116 of 'Henry Danger' coming on?|When is the next new Henry Danger coming on?"", 'answer': ['February 15, 2020']}, {'question': 'When is the new henry danger coming on (episode 117)?', 'answer': ['February 22, 2020']}, {'question': 'When is the new henry danger coming on (episode 118)?', 'answer': ['February 29, 2020']}]}, {'type': 'multipleQAs', 'qaPairs': [{'question': 'When is the new henry danger coming on (episode 116)?|When does the new episode of ""Henry Danger"" air in 2020?|When does episode #116 of ""Henry Danger"" debut?|When is the next episode of Henry Danger?', 'answer': ['February 15, 2020']}, {'question': 'When is the new henry danger coming on (episode 117)?', 'answer': ['February 22, 2020']}, {'question': 'When is the new henry danger coming on (episode 118)?', 'answer': ['February 29, 2020']}]}]",-1279831125145956160,When is the new henry danger coming on?
"[{'type': 'singleAnswer', 'answer': ['Bharat Ram']}, {'type': 'singleAnswer', 'answer': ['Bharat Ram']}]",6606613995001601679,Mahesh babu full name in bharat ane nenu?
"[{'type': 'multipleQAs', 'qaPairs': [{'question': ""Who played warden hodges in the original dad's army tv show, radio show, and film?"", 'answer': ['Bill Pertwee']}, {'question': ""Who played warden hodges in the 2016 film dad's army?"", 'answer': ['Martin Savage']}]}, {'type': 'multipleQAs', 'qaPairs': [{'question': ""Who played warden hodges in the sitcom dad's army?"", 'answer': ['William Desmond Anthony Pertwee', 'Bill Pertwee', 'William Desmond Anthony Pertwee, MBE']}, {'question': ""Who played warden hodges in the 2016 film dad's army?"", 'answer': ['Martin Savage']}, {'question': ""Who played warden hodges in the 1971 film dad's army?"", 'answer': ['William Desmond Anthony Pertwee', 'Bill Pertwee', 'William Desmond Anthony Pertwee, MBE']}]}]",-2352037698769402666,Who played warden hodges in dad's army?
"[{'type': 'singleAnswer', 'answer': ['early access, early CPR, early defibrillation, and early advanced cardiac life support']}, {'type': 'multipleQAs', 'qaPairs': [{'question': 'The first link in the emergency chain of survival is?', 'answer': ['Early access']}, {'question': 'The second link in the emergency chain of survival is?', 'answer': ['early CPR']}, {'question': 'The third link in the emergency chain of survival is?', 'answer': ['early defibrillation']}, {'question': 'The final link in the emergency chain of survival is?', 'answer': ['early advanced cardiac life support', 'early advanced care']}]}]",-8066401577277886429,The correct order of the emergency chain of survival is?
"[{'type': 'multipleQAs', 'qaPairs': [{'question': 'What is it called when two organisms living close together, long term for their mutual benefit?', 'answer': ['Symbiosis']}, {'question': 'What is it called when two organisms living together, not necessarily long term, experience net benefit?', 'answer': ['Mutualism']}, {'question': 'What is the evolutionary process called when two organisms living together work or act together for mutual benefits?', 'answer': ['Co-operation']}]}]",1546566877825476191,Two organisms living together for their mutual benefit?
"[{'type': 'multipleQAs', 'qaPairs': [{'question': 'Who dies at the very end of the Dear John movie?', 'answer': ['Tim']}, {'question': 'Who dies towards the end of the Dear John movie?', 'answer': [""John's dad"", 'Mr. Tyree']}, {'question': 'Who is the actor that dies at the end of dear john, the 2010 film?', 'answer': ['Richard Jenkins', 'Jenkins']}, {'question': 'Who dies at the end of dear john, the novel?', 'answer': [""John's Father""]}]}]",-6926351032199668114,Who dies at the end of dear john?
"[{'type': 'multipleQAs', 'qaPairs': [{'question': 'By what name did the portuguese writer Gaspar Correia call the region that we now know as mumbai?', 'answer': ['Bombaim']}, {'question': 'By what name did the portuguese explorer Duarte Barbosa call the region that we now know as mumbai?', 'answer': ['Tana-Maiambu']}]}]",-1947344280791149315,By what name did the portuguese call the region that we now know as mumbai?
"[{'type': 'multipleQAs', 'qaPairs': [{'question': 'What is the major circle of latitude at 66°33′48.0″ N?', 'answer': ['Arctic Circle']}, {'question': 'What is the major circle of latitude at 23°26′12.0″ N?', 'answer': ['Tropic of Cancer']}, {'question': 'What is the major circle of latitude at 0° latitude?', 'answer': ['Equator']}, {'question': 'What is the major circle of latitude at 23°26′12.0″ S?', 'answer': ['Tropic of Capricorn']}, {'question': 'What is the major circle of latitude at 66°33′48.0″ S?', 'answer': ['Antarctic Circle']}]}]",5059862462835087163,What are the 5 major circles of latitude?
